2.5637e-06	4.1250e-08	0	0	0.0000e+00	0.0000e+00
2.7291e-06	4.5000e-08	0	0	0.0000e+00	0.0000e+00
4.5485e-06	8.7500e-08	0	0	0.0000e+00	0.0000e+00
5.7890e-06	8.7500e-08	0	0	0.0000e+00	0.0000e+00
3.9283e-06	1.0625e-07	0	0	0.0000e+00	0.0000e+00
5.7890e-06	1.1250e-07	0	0	0.0000e+00	0.0000e+00
5.7890e-06	1.1875e-07	0	0	0.0000e+00	0.0000e+00
2.0675e-05	1.6875e-07	0	0	2.1875e-08	2.1875e-08
8.2700e-06	1.9375e-07	0	0	0.0000e+00	0.0000e+00
2.0675e-05	4.1250e-07	0	0	0.0000e+00	0.0000e+00
2.0675e-05	4.2500e-07	0	0	0.0000e+00	0.0000e+00
2.9772e-05	5.6250e-07	0	0	0.0000e+00	0.0000e+00
2.9772e-05	1.3750e-06	0	0	2.3125e-07	2.3125e-07
2.9772e-05	1.6250e-06	0	0	2.9375e-07	2.9375e-07
6.2025e-05	2.6250e-06	0	0	0.0000e+00	0.0000e+00
7.4430e-05	3.3750e-06	0	0	0.0000e+00	0.0000e+00
8.6835e-05	4.2500e-06	0	0	0.0000e+00	0.0000e+00
8.6835e-05	4.5000e-06	0	0	0.0000e+00	0.0000e+00
1.2405e-04	5.2500e-06	0	0	0.0000e+00	0.0000e+00
1.2405e-04	5.6250e-06	0	0	1.3750e-07	1.3750e-07
1.6540e-04	7.5000e-06	0	0	0.0000e+00	0.0000e+00
2.0675e-04	8.7500e-06	0	0	0.0000e+00	0.0000e+00
2.4810e-04	1.0000e-05	0	0	0.0000e+00	0.0000e+00
2.4810e-04	1.1250e-05	0	0	0.0000e+00	0.0000e+00
4.0523e-04	1.7500e-05	0	0	0.0000e+00	0.0000e+00
1.6540e-03	3.8125e-05	0	0	0.0000e+00	0.0000e+00
1.5713e-03	3.1250e-05	0	0	1.2500e-05	1.2500e-05
7.4430e-03	2.6250e-05	0	0	0.0000e+00	0.0000e+00
9.5105e-03	5.0000e-05	0	0	1.2500e-05	1.2500e-05
9.5105e-03	5.9375e-05	0	0	1.8750e-05	1.8750e-05
1.2405e-01	2.8125e-05	0	0	6.2500e-06	6.2500e-06
3.6388e-01	3.0000e-05	0	0	6.2500e-06	6.2500e-06
8.2700e-01	3.5000e-05	0	0	6.2500e-06	6.2500e-06
1.2405e+00	3.7500e-05	0	0	0.0000e+00	0.0000e+00
1.6540e+00	4.0625e-05	0	0	0.0000e+00	0.0000e+00
2.2329e-02	1.3750e-04	0	0	0.0000e+00	0.0000e+00
2.2329e-02	1.5625e-04	0	0	4.5000e-05	4.5000e-05
2.2329e-02	1.7500e-04	0	0	4.5000e-05	4.5000e-05
2.2329e-02	1.8125e-04	0	0	4.5000e-05	4.5000e-05
1.6540e+00	5.2500e-04	0	0	7.5000e-05	7.5000e-05
1.5713e+00	4.7500e-04	0	0	7.5000e-05	7.5000e-05
1.4472e+00	4.5625e-04	0	0	7.5000e-05	7.5000e-05
1.4059e+00	3.8125e-04	0	0	7.5000e-05	7.5000e-05
8.6835e-01	3.1875e-04	0	0	7.5000e-05	7.5000e-05
8.6835e-01	2.8750e-04	0	0	7.5000e-05	7.5000e-05
8.6835e-01	2.5000e-04	0	0	7.5000e-05	7.5000e-05
2.8945e+00	4.6875e-05	0	0	7.5000e-06	7.5000e-06
2.6877e+00	4.3750e-05	0	0	7.5000e-06	7.5000e-06
3.1012e+00	3.7500e-05	0	0	0.0000e+00	0.0000e+00
3.3493e+00	3.1875e-05	0	0	0.0000e+00	0.0000e+00
2.4810e+00	6.8750e-05	0	0	0.0000e+00	0.0000e+00
2.4810e+00	8.1250e-05	0	0	0.0000e+00	0.0000e+00
2.5637e+00	9.3750e-05	0	0	0.0000e+00	0.0000e+00
2.3983e+00	1.1250e-04	0	0	0.0000e+00	0.0000e+00
2.6050e+00	1.1875e-04	0	0	0.0000e+00	0.0000e+00
2.5637e+00	1.3125e-04	0	0	0.0000e+00	0.0000e+00
2.3983e+00	1.4375e-04	0	0	0.0000e+00	0.0000e+00
2.5223e+00	1.5000e-04	0	0	0.0000e+00	0.0000e+00
2.3569e+00	1.5625e-04	0	0	0.0000e+00	0.0000e+00
2.2742e+00	1.6250e-04	0	0	0.0000e+00	0.0000e+00
1.3645e+00	1.5625e-04	0	0	0.0000e+00	0.0000e+00
1.4472e+00	1.6250e-04	0	0	0.0000e+00	0.0000e+00
1.5299e+00	1.5625e-04	0	0	0.0000e+00	0.0000e+00
1.6126e+00	1.6250e-04	0	0	0.0000e+00	0.0000e+00
1.6540e+00	6.9063e-05	0	0	0.0000e+00	0.0000e+00
1.7780e+00	7.1875e-05	0	0	0.0000e+00	0.0000e+00
1.0337e+00	7.5312e-05	0	0	0.0000e+00	0.0000e+00
1.0751e+00	7.8125e-05	0	0	0.0000e+00	0.0000e+00
1.1578e+00	8.1562e-05	0	0	0.0000e+00	0.0000e+00
1.1991e+00	8.4375e-05	0	0	0.0000e+00	0.0000e+00
1.3645e+00	7.8125e-05	0	0	0.0000e+00	0.0000e+00
1.4472e+00	7.5312e-05	0	0	0.0000e+00	0.0000e+00
1.5299e+00	1.1563e-04	0	0	0.0000e+00	0.0000e+00
1.6126e+00	1.1687e-04	0	0	0.0000e+00	0.0000e+00
1.6540e+00	1.2187e-04	0	0	0.0000e+00	0.0000e+00
1.7780e+00	1.3438e-04	0	0	0.0000e+00	0.0000e+00
1.0337e+00	1.3781e-04	0	0	0.0000e+00	0.0000e+00
1.0751e+00	1.3438e-04	0	0	0.0000e+00	0.0000e+00
1.1578e+00	1.4406e-04	0	0	0.0000e+00	0.0000e+00
1.1991e+00	1.5312e-04	0	0	0.0000e+00	0.0000e+00
