1.000000E-06 7.645205E-09
1.023293E-06 7.883562E-09
1.047129E-06 8.129350E-09
1.071519E-06 8.382801E-09
1.096478E-06 8.644154E-09
1.122018E-06 8.913655E-09
1.148154E-06 9.191558E-09
1.174898E-06 9.478126E-09
1.202264E-06 9.773628E-09
1.230269E-06 1.007834E-08
1.258925E-06 1.039256E-08
1.288250E-06 1.071657E-08
1.318257E-06 1.105068E-08
1.348963E-06 1.139521E-08
1.380384E-06 1.175049E-08
1.412538E-06 1.211683E-08
1.445440E-06 1.249460E-08
1.479108E-06 1.288415E-08
1.513561E-06 1.328584E-08
1.548817E-06 1.370006E-08
1.584893E-06 1.412719E-08
1.621810E-06 1.456764E-08
1.659587E-06 1.502182E-08
1.698244E-06 1.549016E-08
1.737801E-06 1.597310E-08
1.778279E-06 1.647110E-08
1.819701E-06 1.698462E-08
1.862087E-06 1.751415E-08
1.905461E-06 1.806020E-08
1.949845E-06 1.862326E-08
1.995262E-06 1.920389E-08
2.041738E-06 1.980261E-08
2.089296E-06 2.042000E-08
2.137962E-06 2.105664E-08
2.187762E-06 2.171313E-08
2.238721E-06 2.239009E-08
2.290868E-06 2.308815E-08
2.344229E-06 2.380798E-08
2.398833E-06 2.455024E-08
2.454709E-06 2.531565E-08
2.511886E-06 2.610493E-08
2.570396E-06 2.691881E-08
2.630268E-06 2.775806E-08
2.691535E-06 2.862348E-08
2.754229E-06 2.951588E-08
2.818383E-06 3.043611E-08
2.884032E-06 3.138502E-08
2.951209E-06 3.236352E-08
3.019952E-06 3.337253E-08
3.090295E-06 3.441300E-08
3.162278E-06 3.548590E-08
3.235937E-06 3.659225E-08
3.311311E-06 3.773310E-08
3.388442E-06 3.890951E-08
3.467369E-06 4.012261E-08
3.548134E-06 4.137352E-08
3.630781E-06 4.266343E-08
3.715352E-06 4.399356E-08
3.801894E-06 4.536516E-08
3.890451E-06 4.677952E-08
3.981072E-06 4.823798E-08
4.073803E-06 4.974191E-08
4.168694E-06 5.129273E-08
4.265795E-06 5.289190E-08
4.365158E-06 5.454092E-08
4.466836E-06 5.624136E-08
4.570882E-06 5.799481E-08
4.677351E-06 5.980293E-08
4.786301E-06 6.166742E-08
4.897788E-06 6.359005E-08
5.011872E-06 6.557261E-08
5.128614E-06 6.761699E-08
5.248075E-06 6.972510E-08
5.370318E-06 7.189894E-08
5.495409E-06 7.414055E-08
5.623413E-06 7.645205E-08
5.754399E-06 7.883562E-08
5.888437E-06 8.129350E-08
6.025596E-06 8.382801E-08
6.165950E-06 8.644154E-08
6.309573E-06 8.913655E-08
6.456542E-06 9.191558E-08
6.606934E-06 9.478126E-08
6.760830E-06 9.773628E-08
6.918310E-06 1.007834E-07
7.079458E-06 1.039256E-07
7.244360E-06 1.071657E-07
7.413102E-06 1.105068E-07
7.585776E-06 1.139521E-07
7.762471E-06 1.175049E-07
7.943282E-06 1.211683E-07
8.128305E-06 1.249460E-07
8.317638E-06 1.288415E-07
8.511380E-06 1.328584E-07
8.709636E-06 1.370006E-07
8.912509E-06 1.412719E-07
9.120108E-06 1.456764E-07
9.332543E-06 1.502182E-07
9.549926E-06 1.549016E-07
9.772372E-06 1.597310E-07
1.000000E-05 1.647110E-07
1.023293E-05 1.698462E-07
1.047129E-05 1.751415E-07
1.071519E-05 1.806020E-07
1.096478E-05 1.862326E-07
1.122018E-05 1.920389E-07
1.148154E-05 1.980261E-07
1.174898E-05 2.042000E-07
1.202264E-05 2.105664E-07
1.230269E-05 2.171313E-07
1.258925E-05 2.239009E-07
1.288250E-05 2.308815E-07
1.318257E-05 2.380798E-07
1.348963E-05 2.455024E-07
1.380384E-05 2.531565E-07
1.412538E-05 2.610493E-07
1.445440E-05 2.691881E-07
1.479108E-05 2.775806E-07
1.513561E-05 2.862348E-07
1.548817E-05 2.951588E-07
1.584893E-05 3.043611E-07
1.621810E-05 3.138502E-07
1.659587E-05 3.236352E-07
1.698244E-05 3.337253E-07
1.737801E-05 3.441300E-07
1.778279E-05 3.548590E-07
1.819701E-05 3.659225E-07
1.862087E-05 3.773310E-07
1.905461E-05 3.890951E-07
1.949845E-05 4.012261E-07
1.995262E-05 4.137352E-07
2.041738E-05 4.266343E-07
2.089296E-05 4.399356E-07
2.137962E-05 4.536516E-07
2.187762E-05 4.677952E-07
2.238721E-05 4.823798E-07
2.290868E-05 4.974191E-07
