5.011872E-07 1.096627E-13
8.317638E-07 2.154727E-13
1.380384E-06 4.233754E-13
2.290868E-06 8.318768E-13
3.801894E-06 1.092473E-12
6.309573E-06 1.233703E-12
1.047129E-05 1.393191E-12
1.737801E-05 1.573297E-12
2.884032E-05 1.776686E-12
4.786301E-05 2.006368E-12
7.943282E-05 1.919323E-12
1.318257E-04 1.682473E-12
2.187762E-04 1.474851E-12
3.630781E-04 1.292850E-12
6.025596E-04 1.133308E-12
1.000000E-03 9.934547E-13
1.659587E-03 8.708594E-13
2.754229E-03 7.633928E-13
4.570882E-03 6.691879E-13
7.585776E-03 5.866081E-13
1.258925E-02 5.142189E-13
2.089296E-02 4.507628E-13
3.467369E-02 3.951373E-13
5.754399E-02 3.463762E-13
9.549926E-02 3.036324E-13
