27.142060601623065,-11.222536569293442
27.217747615167763,-11.151481181452171
27.28200635224563,-11.005437283408579
27.357728654184353,-11.020643943268967
27.429123262628554,-11.164374172383084
25.776049183633887,-10.923048100779685
25.81998097585284,-11.247357467573897
25.90916181416599,-11.629200077609447
26.046383292327263,-11.448659940454334
26.16319182639244,-11.804863671502325
26.291224593449932,-12.398561134881817
26.420569487321725,-12.822281775789783
26.578037403304883,-13.160351309850586
26.80352178623594,-12.208028549398938
